# 人类样本候选 —— sweep_window 探针排名（全窗口口径）
# 探针: 24 段 × 16800 块，按命中数排名取前 7500
# 判据: 收到散播型热钱包转账 + 探针段内有自发交易 + 非他组标签
# 🔴 反循环: 只看活动量，绝不看时间分布（entropy 特征保持独立证据）
# 🔴 正式采集覆盖窗口的 100% ⇒ 入选者约需全窗口 ≥20 笔，样本构成偏向常用钱包（论文需交代）
address,source,note
0x8b80f502bbca705ce95d8e956c516aad8d29bcf8,base_cex_withdrawal,hits=77;wd=38
0x43e47385f6b3f8bdbe02c210bf5c74b6c34ff441,base_cex_withdrawal,hits=77;wd=33
0x1f27e27e946e1f9b108b1cfd5e40d0caf1d43027,base_cex_withdrawal,hits=76;wd=40
0x2f2f665974261c4129b1dc6c359bd259cd66f78a,base_cex_withdrawal,hits=76;wd=21
0xd55a19e9aac40b06f35e46d9ad1b79ccb1ed1ec0,base_cex_withdrawal,hits=76;wd=40
0x03ca103b3677013a75f00c321a868207662959c4,base_cex_withdrawal,hits=76;wd=889
0xd0701dc700b456443958eed0c88723c24e27e588,base_cex_withdrawal,hits=76;wd=524
0x99f602ae5aea9bff944ebf6d83babcb02ecf9e43,base_cex_withdrawal,hits=75;wd=31
0x5d00f93bdca8f28cad19d5f306f95c3c9f8cc255,base_cex_withdrawal,hits=75;wd=32
0x009c82ec2dc81fe2f761891165d5c9eb52953ef3,base_cex_withdrawal,hits=75;wd=9
0x1413700e73e1df5a96e64fd2a3b9f942ce7381e9,base_cex_withdrawal,hits=75;wd=46
0x49cb6aef6fd6485be9054369aa58bde9bf8d91b0,base_cex_withdrawal,hits=75;wd=32
0xe81878d59e8be804e8d885a2d9dfd0b7526c17c2,base_cex_withdrawal,hits=75;wd=35
0x339801033d01ac69b29ae34228ae87d6b75f379a,base_cex_withdrawal,hits=74;wd=41
0xcf92c29cd74ac91027c88d6290697953e0489087,base_cex_withdrawal,hits=74;wd=28
0x9512ad247adb6fe10d1691ea6b8ea0eaf2228a75,base_cex_withdrawal,hits=74;wd=32
0x8e775b48e17dff7a0331915186c286c2300e9615,base_cex_withdrawal,hits=74;wd=35
0x4404efab4a90dd09f9cadd9e7b4eeaa575f60628,base_cex_withdrawal,hits=74;wd=34
0x2cf3bc994c63df03e3438226cc2e52ffa980aee7,base_cex_withdrawal,hits=74;wd=34
0x1c60f4568997056253d3017c1eff7729906d38d2,base_cex_withdrawal,hits=74;wd=11
0x89075a6180d7dbebd474b932a5e8e1594fd57331,base_cex_withdrawal,hits=74;wd=37
0x31de4dcd7782d60fb3f31c8c72989e6deb082f91,base_cex_withdrawal,hits=74;wd=42
0x8416aa80ce2036551f9db02d47a6c611d61520af,base_cex_withdrawal,hits=73;wd=72
0x98f870ab30c0530b2e19d1adf5285200f52305a7,base_cex_withdrawal,hits=73;wd=148
0x386218744a2053d949a1cafae0b7b49a35e03f53,base_cex_withdrawal,hits=73;wd=11
0x313b051d96c2b47a0d7c303a98bc3646fb2a8ba4,base_cex_withdrawal,hits=73;wd=29
0x24a000804704b9557466382a806b6baa31cf574c,base_cex_withdrawal,hits=73;wd=9
0x2b8cd53601fd7e1556db315d501b7df1387115ab,base_cex_withdrawal,hits=73;wd=40
0xf4aee18d90a36f6ebde9b952a9e43a9e9d9ba425,base_cex_withdrawal,hits=73;wd=47
0xda00f4c970c0da2ea5827477b06ee435158298ab,base_cex_withdrawal,hits=73;wd=42
0x8b14a7bf2ca01787fa42f486dda9360a5cf7d731,base_cex_withdrawal,hits=73;wd=42
0x3624841e201415c5109c661f0143bdba08211430,base_cex_withdrawal,hits=73;wd=703
0xdc06d8eaa3dc6c68a447849edf0897e469386e67,base_cex_withdrawal,hits=73;wd=24
0x9ec7fcf01869c380daf97838b93df38c79df30cd,base_cex_withdrawal,hits=72;wd=39
0xd2606d34070c50410b7147b04663d5a7f61393d7,base_cex_withdrawal,hits=72;wd=11
0xc04a4def99faadf1aedde1e192e7484701e118be,base_cex_withdrawal,hits=72;wd=34
0x9d488f5de34f694c112165c04a478d5a9fdd1c2e,base_cex_withdrawal,hits=72;wd=41
0x60cdcd48e5b8108ee9777aee5abc3dec4e51cd4d,base_cex_withdrawal,hits=72;wd=8
0x50e995b13ca59bd98c4997ee9a1a9cf310f8a70c,base_cex_withdrawal,hits=72;wd=11
0x8eb5d539c301665189f8743696b60ec97639020d,base_cex_withdrawal,hits=72;wd=16
0x6098b83329610b31874798f79ff25f4944b3542c,base_cex_withdrawal,hits=72;wd=46
0x96973f7b83a3c785d94e0a6d8712174abb81b748,base_cex_withdrawal,hits=71;wd=117
0xc69fc5a079ca89fd748bcfaf601a9d1d348a694e,base_cex_withdrawal,hits=71;wd=49
0xb165c361e916698314a4ec056cb339b55e05cd45,base_cex_withdrawal,hits=71;wd=8
0x3c93e94795c8eec69bc9380ad478669a434ff5b3,base_cex_withdrawal,hits=71;wd=44
0x52ce3a60b53ea6a5dcb0f5611bacf7b1f40c33d2,base_cex_withdrawal,hits=71;wd=1346
0xfe16e015c57301bf06e9105e91e2d769ccc59ab9,base_cex_withdrawal,hits=71;wd=37
0xede5f1d40b33f75d58b523c6f9f1c846764dc029,base_cex_withdrawal,hits=71;wd=44
0x8fa3aca9c712f3f582c8c6053e465c3f4db3cb83,base_cex_withdrawal,hits=71;wd=15
0xf88c303d383ac9053841531fb64720cf92a8d8d6,base_cex_withdrawal,hits=71;wd=9
0xfda2dd8fec05300fff193016dc8c94978ea6072b,base_cex_withdrawal,hits=70;wd=47
0x4d4e64cf8fe289664d4afe1115725b3fb3e53199,base_cex_withdrawal,hits=70;wd=9
0x1b7fd5297380afb473d6641d320e5a226d939daa,base_cex_withdrawal,hits=70;wd=172
0xf8dc549e7f63a5729ddc32e84937e2a54eb7be92,base_cex_withdrawal,hits=70;wd=33
0xe9baf3a8ba17b5631cc25dc35a8be2d7b5b1991c,base_cex_withdrawal,hits=69;wd=37
0xe2c14a66dd4cdba65428244d99791fa498428cbe,base_cex_withdrawal,hits=69;wd=14
0x4b710d3ed4b1822658cb4498b485277bbf537d23,base_cex_withdrawal,hits=69;wd=11
0x90dd1cf57abdc7af7253b975902b6325bac30155,base_cex_withdrawal,hits=69;wd=38
