# 由 agent_fingerprint/src/data_fetch 生成
# 时间: 2026-09-12 16:37:10
# x402 付款方（agent 弱正样本，真值质量 ★★）
# ★ 全窗口 AuthorizationUsed 扫描（sweep_window main 趟）
#   去重付款方 504,668 个，其中窗口内 ≥20 次的 23,897 个（低于门槛的不写入）
# avg_usd=-1: 金额提纯改用提交者画像（fetch_x402 --profile，见 x402_facilitators.csv）
# 区块 42755201-50819862
address,source,note,n_payments,avg_usd,n_sellers,bad_share,top_submitter
0x4b934e5e1d5f1fe2e71963a126c3bbc310dedf45,x402_payer,n=2184 span=112d bad=0 submitters=25,2184,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xf615bda54d576e757b51a6128ac8a7c67a1c3d6c,x402_payer,n=2183 span=109d bad=0 submitters=22,2183,-1,-1,0.0,0xf615bda54d576e757b51a6128ac8a7c67a1c3d6c
0x104e7f3e34003ee417eb2dbd0221ee18e5931b81,x402_payer,n=2182 span=93d bad=0 submitters=2,2182,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x930dea6e32f07e06711b3966ab5e8962551082c1,x402_payer,n=2182 span=119d bad=0 submitters=21,2182,-1,-1,0.0,0x930dea6e32f07e06711b3966ab5e8962551082c1
0x1744bd1f327d975ecd30e14a0253c0621efa0e75,x402_payer,n=2182 span=45d bad=0 submitters=22,2182,-1,-1,0.0,0x14fda13953fc30428938e6bf950d036e77214e52
0x263c81e876f3cbd4e4d93178ef4b1aa020ff57df,x402_payer,n=2181 span=93d bad=0 submitters=2,2181,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xd434421f2e596b222bb80c097c34c6333872f4c0,x402_payer,n=2181 span=93d bad=0 submitters=2,2181,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x72581a4580489f1336ecb4ebc360ae5b5f12823b,x402_payer,n=2181 span=93d bad=0 submitters=2,2181,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xe1dac0aa723ae950adb48fefe37463176b5af845,x402_payer,n=2180 span=93d bad=0 submitters=2,2180,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x033b3110258f86fffebddd557c9c50ab16e501d5,x402_payer,n=2179 span=93d bad=0 submitters=2,2179,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xcafcaa13459f7d0bc406986b8e8e389815785432,x402_payer,n=2179 span=94d bad=0 submitters=2,2179,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x244ffbc6494a5e5c38496a2b6646c60c086bcab9,x402_payer,n=2179 span=126d bad=0 submitters=6,2179,-1,-1,0.0,0xc67b555b4a9d340ed7c5d87743163c31a75f2254
0xed0c58108e3c5b9674922ce921333ece6c96a0e2,x402_payer,n=2179 span=42d bad=0 submitters=21,2179,-1,-1,0.0,0x13bfc43fbcd63c4644bbb672a8d13a3b550eb9a7
0xbd0683d5838b7b434aaec07233acb92ed9c3ace9,x402_payer,n=2178 span=93d bad=0 submitters=2,2178,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xcc40baf93873c88a2b135573ae9f1ee49998c71b,x402_payer,n=2178 span=93d bad=0 submitters=2,2178,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xcaa0bb94b317b0bcd26b1eafe0a6ac032446d4fe,x402_payer,n=2178 span=93d bad=0 submitters=2,2178,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x0dbe282dcdd7a2039d7f780f2264695ca9482c39,x402_payer,n=2176 span=93d bad=0 submitters=2,2176,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xecdec04328965fb2c3412f5da1845b6598e387e3,x402_payer,n=2176 span=93d bad=0 submitters=2,2176,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x8490e834cc15ed2ddf0d4ecc3597ee94c8a881a5,x402_payer,n=2176 span=93d bad=0 submitters=2,2176,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xf7250db2f67e98001e5f7d7f40f6a75417d52031,x402_payer,n=2175 span=93d bad=0 submitters=2,2175,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xaabd118e173cde2fc0a65d3ee19504c5183e8b61,x402_payer,n=2174 span=60d bad=0 submitters=1,2174,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x2780ce7fb9e0dd5db97fc30a6985af7dc01cb3ec,x402_payer,n=2173 span=93d bad=0 submitters=2,2173,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x74c8d87f134e047346263766c12820d63b60c126,x402_payer,n=2172 span=93d bad=0 submitters=2,2172,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x6656174671e5bb6b9178d179a172c841d656d455,x402_payer,n=2171 span=93d bad=0 submitters=2,2171,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xf51e912a75754ab7c71979b6239652a476d5fb2d,x402_payer,n=2169 span=93d bad=0 submitters=2,2169,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x060bc4c9a48563d9ad1684ef929754cd2d9223a9,x402_payer,n=2168 span=93d bad=0 submitters=2,2168,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x3c71d92b3ebe52257426ec3f85730ee5f48a77d9,x402_payer,n=2167 span=93d bad=0 submitters=2,2167,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xca635eb3766960284841ae7ad2044b9fa97eb1bf,x402_payer,n=2165 span=33d bad=1 submitters=8,2165,-1,-1,0.0005,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x7d187b662377b9f29e369bd8321adfaa95196b0f,x402_payer,n=2164 span=5d bad=0 submitters=5,2164,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xc8720240d733d7d74502c848efa36a282a2edaa2,x402_payer,n=2164 span=93d bad=0 submitters=2,2164,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xbc09a76fa2733a0a92973c6e0de20a61b139e143,x402_payer,n=2163 span=93d bad=0 submitters=2,2163,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x254f9eeba6ec17b26ded62e44d81bd9f160efbc1,x402_payer,n=2162 span=53d bad=0 submitters=5,2162,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x488c44ffe882bca3619dd00d6e2d1d1ebf844f2d,x402_payer,n=2161 span=93d bad=0 submitters=2,2161,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x6c0b6d62da599e86a8c723ad6fab42a9058c711b,x402_payer,n=2161 span=2d bad=0 submitters=5,2161,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x84793233294de475f4cf7276154854f772e500ca,x402_payer,n=2158 span=94d bad=0 submitters=2,2158,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x45e09acdec1e42cdfb049d48b70e641d0a2e76a9,x402_payer,n=2158 span=93d bad=0 submitters=2,2158,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xb4195652ca4c818b413bb4bb68f256874a675f8c,x402_payer,n=2157 span=93d bad=0 submitters=2,2157,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x43731957457418333b93dd625de1aa28ff4debdf,x402_payer,n=2157 span=94d bad=0 submitters=2,2157,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x6cade49da89b16f7d7a5ac4ac82c8e4c2ebe8d8c,x402_payer,n=2155 span=93d bad=0 submitters=2,2155,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xdeafcd44c2509ac1ac6ea431a8b8701b337cb943,x402_payer,n=2154 span=94d bad=0 submitters=31,2154,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0xb12466839b3fc0a4a2ae91064d14a853d20ddc11,x402_payer,n=2152 span=93d bad=0 submitters=2,2152,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xf4415d54b394f7fc6c18453b74850d37d0ffddaf,x402_payer,n=2150 span=93d bad=0 submitters=2,2150,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x6f856a0a2cd7e35784f1095153178a0f24731b7a,x402_payer,n=2149 span=93d bad=0 submitters=2,2149,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x18eda9cb6837302ddd608c503047824792535823,x402_payer,n=2146 span=97d bad=0 submitters=20,2146,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x66ed5bda1cf05dc593be8a81fad8f046723dd580,x402_payer,n=2146 span=59d bad=0 submitters=4,2146,-1,-1,0.0,0xc19829b32324f116ee7f80d193f99e445968499a
0xdfafe971636f4d0983f396094951e380af09132a,x402_payer,n=2146 span=30d bad=0 submitters=1,2146,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xd4033e525e21609c7c5b4f5a8c1d49661b9fcc03,x402_payer,n=2140 span=94d bad=0 submitters=2,2140,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x3f211642b9ffe227f23bad13982e5ee25cbcd66d,x402_payer,n=2139 span=30d bad=0 submitters=1,2139,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x489dfa75582e86d401aef1a5bbe0507367ad593f,x402_payer,n=2138 span=48d bad=0 submitters=5,2138,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x00283874ed52cfdb574e75c650147eb68c2c0473,x402_payer,n=2135 span=9d bad=0 submitters=5,2135,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0xa7332c8c07a92b95fcb52d5b81bd47efd4dac777,x402_payer,n=2135 span=30d bad=0 submitters=1,2135,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x9a8ed17547f8dcc70f7638579893ff8f67be88b5,x402_payer,n=2133 span=2d bad=0 submitters=20,2133,-1,-1,0.0,0x42dd53906b49c202e8e934b059dc019e04634b00
0x30256bc3a4e373769b15526891c62f2b8d970e7d,x402_payer,n=2132 span=93d bad=0 submitters=2,2132,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x9c41ad54af3263ee73d58a616c5c2ee057a3e45c,x402_payer,n=2127 span=144d bad=0 submitters=20,2127,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0x30a6cb9170bf5dbb9e92614b1bf26a33920a641e,x402_payer,n=2123 span=21d bad=0 submitters=1,2123,-1,-1,0.0,0x30a6cb9170bf5dbb9e92614b1bf26a33920a641e
0x0e879de4c11925590a84770eb26e5be2a8d59f94,x402_payer,n=2122 span=20d bad=1 submitters=9,2122,-1,-1,0.0005,0x80735b3f7808e2e229ace880dbe85e80115631ca
0x72a433350cee486aa0e88e55136d7f493246e5de,x402_payer,n=2122 span=2d bad=0 submitters=20,2122,-1,-1,0.0,0x8cda367232d78c067116e3260da881d2da8ffa39
0x6d58cb40bbe4323173cccc5266e5d8142601b40d,x402_payer,n=2114 span=1d bad=0 submitters=5,2114,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0x701a9843553e6a4934a6ba7afb826e8e1b8bfc86,x402_payer,n=2107 span=47d bad=0 submitters=5,2107,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xff031e145ce0dbae9f0b58a28d7dbaf8af504f86,x402_payer,n=2099 span=51d bad=0 submitters=8,2099,-1,-1,0.0,0x80735b3f7808e2e229ace880dbe85e80115631ca
0x88aee1537b8321f560355a59329c7ba36c47753b,x402_payer,n=2099 span=173d bad=4 submitters=27,2099,-1,-1,0.0019,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xb5a554b88c84eae0f87979ea1b2f785dbc79af8a,x402_payer,n=2097 span=132d bad=0 submitters=6,2097,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x866eebf2c0f4ffc20f21a86b1108e0255aaf648d,x402_payer,n=2095 span=123d bad=0 submitters=6,2095,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0x5a9ae09e27e47afcc20904c13936d0ed14649311,x402_payer,n=2093 span=50d bad=2 submitters=24,2093,-1,-1,0.001,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x977c1fdadd993b4547a9795aed08c09671b3e712,x402_payer,n=2079 span=27d bad=0 submitters=20,2079,-1,-1,0.0,0xe72f0af4cf41356d433723547f1412ca27fbb1b8
0x7cc2b3b6af760ee1b9e43c63b4a06df7bb1ae7b2,x402_payer,n=2065 span=116d bad=0 submitters=20,2065,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0x19362029462e56310cb7d6b38f88f18025f89715,x402_payer,n=2062 span=9d bad=0 submitters=6,2062,-1,-1,0.0,0x402feee072d655b85e08f1751af9ddbcd249521f
0xb761477fda76c9d45e3ee53026a1f1285eea09d4,x402_payer,n=2058 span=30d bad=0 submitters=1,2058,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xccea8c4998f62826bbb482dea6359d5936d6ca69,x402_payer,n=2058 span=73d bad=0 submitters=20,2058,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0xdb7be15c5c0bffad9ce2d3651d712b07e03f059d,x402_payer,n=2052 span=29d bad=0 submitters=22,2052,-1,-1,0.0,0x625d8a65134079f8faaac39a7947c73d93c6ac39
0xaca1c952879266860e6fd848f2026fa9f61cbe9e,x402_payer,n=2048 span=11d bad=0 submitters=6,2048,-1,-1,0.0,0x13bfc43fbcd63c4644bbb672a8d13a3b550eb9a7
0xdb4a46303ff702c7e34b58f8eb51f4bbcc7a1c59,x402_payer,n=2046 span=30d bad=0 submitters=1,2046,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xad2e8a0d9d1fd4c47119267e3828d52e08c0814d,x402_payer,n=2042 span=29d bad=0 submitters=1,2042,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x89f1947a28c23327d01ce72e23b83b33bd7230ce,x402_payer,n=2034 span=8d bad=0 submitters=5,2034,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0xbee0a52619c98b089267d94fbcaa1344be8a3194,x402_payer,n=2034 span=4d bad=0 submitters=5,2034,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x36c9fc7ff291bf879f077243d1f583249e746ca2,x402_payer,n=2034 span=30d bad=0 submitters=1,2034,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xdc8211aa453070d31aeb893a423f5435bdcc0234,x402_payer,n=2032 span=31d bad=0 submitters=5,2032,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0x38fbfe13c7714636fcc5136f848805e721a247c0,x402_payer,n=2027 span=4d bad=0 submitters=5,2027,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0xf6c78a7dde04d54380f330063c987ea969268cc3,x402_payer,n=2024 span=9d bad=0 submitters=20,2024,-1,-1,0.0,0x14fda13953fc30428938e6bf950d036e77214e52
0x47ee566e9123b39f8ae16f2e8c85996eb2fdc6e8,x402_payer,n=2021 span=110d bad=16 submitters=21,2021,-1,-1,0.0079,0x97acce27d5069544480bde0f04d9f47d7422a016
0xe9193e07d550993ee89d77c3f850accd79c660d8,x402_payer,n=2011 span=85d bad=0 submitters=19,2011,-1,-1,0.0,0x8aec0341e04bde32f08109b3f35064f960f11a4a
0x7348f1f99f1d13ac89a23ba82dae1579dca083d9,x402_payer,n=2010 span=3d bad=0 submitters=5,2010,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x3a2762c54c270a6e097d9b38970b835e5fe59c0b,x402_payer,n=2010 span=43d bad=0 submitters=20,2010,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x051d97b1995bbb0a48b7f503d8ed690c1735b995,x402_payer,n=2003 span=0d bad=0 submitters=5,2003,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xa81c2d3b09b93d6f8d0fdd87e5806831203848f8,x402_payer,n=2000 span=0d bad=0 submitters=5,2000,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x4f74bd996db18dab4f0828008fad88f9ae344291,x402_payer,n=2000 span=1d bad=0 submitters=20,2000,-1,-1,0.0,0xe72f0af4cf41356d433723547f1412ca27fbb1b8
0xe15502169e6ecf81a817ec28c649a0874cde52b8,x402_payer,n=1996 span=33d bad=0 submitters=5,1996,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0x8b7db574d56779a6b9cd5f88b7c35638e2067223,x402_payer,n=1996 span=9d bad=0 submitters=7,1996,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xeb8356b9ab6d17d8bdd39975e48308db5c7b868b,x402_payer,n=1995 span=9d bad=0 submitters=7,1995,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xf109fa137d72fd69983e512c49df41a463c35444,x402_payer,n=1993 span=4d bad=0 submitters=1,1993,-1,-1,0.0,0x9a57ed0f20ad7dce606f042103fc14b0845e3504
0x3581d450dc885499cff061e20630c6f7eff5cf9a,x402_payer,n=1991 span=9d bad=0 submitters=7,1991,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xf0b91d86c5f5f48736fd35c791e2974e8362e012,x402_payer,n=1990 span=1d bad=0 submitters=5,1990,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x46294c0fa2a63ae51aecee4a2823c1a24dc36f82,x402_payer,n=1989 span=177d bad=0 submitters=20,1989,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0x770413c57e9dc0ad133d7af3f155473131318ebd,x402_payer,n=1989 span=9d bad=0 submitters=7,1989,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0xfbf23d8890606c5e19257f2376c0bd5912fb019a,x402_payer,n=1988 span=9d bad=0 submitters=7,1988,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0x637641fa835321df1a5eb6804936cd8a39cc9a5a,x402_payer,n=1988 span=9d bad=0 submitters=7,1988,-1,-1,0.0,0xb2bd29925cbbcea7628279c91945ca5b98bf371b
0x20501f56309a4113718317b0c56879acb7e5481d,x402_payer,n=1987 span=8d bad=0 submitters=7,1987,-1,-1,0.0,0xc6699d2aada6c36dfea5c248dd70f9cb0235cb63
0xc3ee8552a8225655313b300da4076dc4cfeaaaaa,x402_payer,n=1986 span=1d bad=0 submitters=5,1986,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0x30442730a159f0770e1b60312428ed6651cae08a,x402_payer,n=1985 span=9d bad=0 submitters=7,1985,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x9f860a89145fca8b9728162ead006a3c1d8e91e0,x402_payer,n=1983 span=8d bad=0 submitters=7,1983,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0xa8007a1ba9c3b7c93b4ce5bcf0059b10c237d570,x402_payer,n=1977 span=30d bad=0 submitters=1,1977,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x883ad86c6fc69b8690ce548d43aa769347cff0c9,x402_payer,n=1970 span=1d bad=0 submitters=5,1970,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0xb37371214fb993fe5772e454a36d1b06504a69e4,x402_payer,n=1969 span=0d bad=0 submitters=5,1969,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0xc004e166e182fff5db133435e077b9f89b6a2963,x402_payer,n=1968 span=8d bad=0 submitters=5,1968,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0xeef426db7ab9c30fc27e71fa89c747cbdb78f7bc,x402_payer,n=1968 span=109d bad=0 submitters=21,1968,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0xbdb23b41a9e29e93224028c93b9853ec524ac7d2,x402_payer,n=1965 span=110d bad=0 submitters=21,1965,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0xa8a8430bf337487479bb8043e7cae9c356b13a6b,x402_payer,n=1962 span=4d bad=0 submitters=20,1962,-1,-1,0.0,0x14fda13953fc30428938e6bf950d036e77214e52
0x3e4fd24317fb2e1c22f40773a3a63dd68d4ad51a,x402_payer,n=1960 span=30d bad=0 submitters=1,1960,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x246d192a74c309ffa4d0ccf003c87a603b020480,x402_payer,n=1958 span=30d bad=0 submitters=1,1958,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x7fa0ace8185559ee2c57f986f7448dcbaef766b0,x402_payer,n=1957 span=46d bad=0 submitters=1,1957,-1,-1,0.0,0x06f0bfd2c8f36674df5cde852c1eed8025c268c9
0xfb57b5ec19d1535848c0c8509dd285bae502bc5c,x402_payer,n=1955 span=4d bad=0 submitters=20,1955,-1,-1,0.0,0x64cc42b1ce598e3abcfbb64df4688521ddbf1f0a
0x557388ec74e5792af9f7492fccb3d1ddbf6243f9,x402_payer,n=1954 span=44d bad=0 submitters=5,1954,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0xc190d49cdb3fecbcdd0790fc9e069a3f5f1bc72c,x402_payer,n=1952 span=1d bad=0 submitters=5,1952,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x3d54426879099855d2ae4bf5f81297454244ff98,x402_payer,n=1950 span=10d bad=0 submitters=7,1950,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0xd2638bb4addcdeac2168b8184b41c973652c8daf,x402_payer,n=1950 span=105d bad=0 submitters=21,1950,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x72cae4e8020de969db8282c205422f2919ffe9a1,x402_payer,n=1950 span=38d bad=0 submitters=20,1950,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0xd141dcfa8fee8838aa6e283553181b4efec6522c,x402_payer,n=1949 span=4d bad=0 submitters=7,1949,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0x7369338249cf5e9958142fd2507e818fc5207d64,x402_payer,n=1946 span=59d bad=0 submitters=1,1946,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xd0ec64acc83ba142ae74469caf04842dd2a44834,x402_payer,n=1945 span=84d bad=0 submitters=21,1945,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x6cb452e5935a91d8744175d92d3cf2eed4a555ed,x402_payer,n=1944 span=106d bad=0 submitters=21,1944,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0xb46fc1cb99e8cb3afd259afcbd7091123754b59e,x402_payer,n=1944 span=67d bad=0 submitters=20,1944,-1,-1,0.0,0xe74817f4cdc15844314812b2271276e64e890fae
0x3b73d53b5e7641cc1a654e48f0e9b2046b32e47a,x402_payer,n=1944 span=4d bad=0 submitters=20,1944,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0x42f2cadb9e34f8656ac0af85c38e611eabe85827,x402_payer,n=1944 span=30d bad=0 submitters=1,1944,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0xb66aca12105adf914eea28fcce902fe2ede004f4,x402_payer,n=1939 span=31d bad=0 submitters=23,1939,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xd52f7a41824166df5580114f08a7d62a82759931,x402_payer,n=1938 span=56d bad=0 submitters=5,1938,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0x03e9514bf2ffae838a25218212005b72f1558ec6,x402_payer,n=1932 span=6d bad=0 submitters=20,1932,-1,-1,0.0,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863
0x07896a94364d7121a6f92ed21092e984e09f128c,x402_payer,n=1927 span=8d bad=455 submitters=704,1927,-1,-1,0.2361,0x20164c2f1d3adc5929a2661fe7d55a9033e05534
0xa84c753b93f65bc0e1fdea949b5dceae92e60358,x402_payer,n=1919 span=31d bad=0 submitters=5,1919,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0x249291276f50ba2fb20bbb0ff414e396e281a700,x402_payer,n=1917 span=1d bad=0 submitters=5,1917,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x4aa50c64b321abfe9be9b4bad813c6dac354b877,x402_payer,n=1913 span=29d bad=0 submitters=22,1913,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0xfb457ef697f21bf374abf72cae52f75ab7702064,x402_payer,n=1911 span=164d bad=0 submitters=20,1911,-1,-1,0.0,0x97acce27d5069544480bde0f04d9f47d7422a016
0x4739b61078b0da1273bb5ec93de43e6c69855410,x402_payer,n=1910 span=2d bad=0 submitters=5,1910,-1,-1,0.0,0x8f5cb67b49555e614892b7233cfddebfb746e531
0x9e373f80b50f297b24f3864382abad018bdada64,x402_payer,n=1908 span=105d bad=0 submitters=21,1908,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xfba5957608ee50cbd28565db906166a8d7ef50ad,x402_payer,n=1908 span=29d bad=0 submitters=1,1908,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x342037783367ff9db74c7af39207d4295a7ca7e1,x402_payer,n=1906 span=1d bad=0 submitters=5,1906,-1,-1,0.0,0xa32ccda98ba7529705a059bd2d213da8de10d101
0xbe071e945b8a388c07cdcccbc9332c94f1822b5f,x402_payer,n=1905 span=2d bad=0 submitters=20,1905,-1,-1,0.0,0xb87e1a2cc2b4643f2892768e80e41167f17c5860
0xe0b51fbc2acb2e46c580bf4dfa90001438157dd4,x402_payer,n=1905 span=4d bad=0 submitters=20,1905,-1,-1,0.0,0x14fda13953fc30428938e6bf950d036e77214e52
0xee4c57b8ad8b148b489b93f177a8935029317f5c,x402_payer,n=1903 span=1d bad=0 submitters=5,1903,-1,-1,0.0,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af
0x769439ffdaf4c13d77576cd3f4dffba93aae2e2c,x402_payer,n=1903 span=55d bad=0 submitters=8,1903,-1,-1,0.0,0x54f0358fb619b254d4b1f6de635180623eb47932
0xb5d1d302d220a2350b80c7db3203d4199ae3c1e9,x402_payer,n=1903 span=30d bad=0 submitters=1,1903,-1,-1,0.0,0x7f72a02c682e908d46a5677fe937cdb612d94a3b
0x10a3fc1842ab9bc5968a730a2c6acda1d2ea2fe1,x402_payer,n=1902 span=47d bad=0 submitters=5,1902,-1,-1,0.0,0xca237faa89e6f8f54086e6efb85d627f75c35c43
0x2e45217c1e015d03c9551fdac86270f5e1b57bb5,x402_payer,n=1900 span=153d bad=0 submitters=9,1900,-1,-1,0.0,0x80735b3f7808e2e229ace880dbe85e80115631ca
